symptoms	sentences
bloating,diarrhea,reflux,vomit,nausea	Then it's a lot of problems: the intestinal gas, the intestinal spasm, the constipation, the saliva, the nausea, the gastric mucous membrane, which is not very good for digestion, but also for the intestinal worms.
counter-current,hot heart,helicobacter infection	What are you talking about?
restlessness,gastrointestinal discomfort,stomach ache,hot heart,abdominal distention,indigestion,hiccup	The phenomenon of stomach sclerosis is common and often leads to stomach ache sores in the stomach are recommended for Omelazepam + Taxi. It is recommended that the saturated digestive saturation of the stomach improves and that the burp be drained.
diarrhea,abdominal distention,disgusting,heat	Are there any abdominal swellings? Is there fever, diarrhea, nausea? What color is the urine?
helicobacter infection,gastrointestinal discomfort,diarrhea,difficult eating,stomach ache,abdominal distention,indigestion	The phantom snails cause stomach pain, which can be eaten in a timely manner and not easily digested. This can be a combination of gastrointestinal inflammation and bacteria that can cause stomach inflammation and stomach inflammation.
stomachache,helicobacter infection,gastrointestinal discomfort	The phantom snails cause stomach discomfort. What do you take?
heartburn,fever,reflux,sense of hunger	In the event of repeated symptoms of hunger, heartburn, fission, somnolence, repeated symptoms, what kind of medicine are you taking?
gastrointestinal dysfunction,black poo	In the light of what you described, considering that you may be having an intestinal disorder, or a large amount of black poop, you are advised to go to the disinfection clinic or check the stomach mirror to see if it's working.
diarrhea,abdominal distention	What are you talking about?
heartburn,burning sensation in the pharynx	Is there anything else that doesn't feel good about the pharynx?
heat,abdominal pain,difficult eating,disgusting	What are the symptoms of the cold? Like abdominal pain, nausea, vomiting, what are you talking about?
nasal congestion,frustration,mental distress	What are the symptoms of the disease? Consider gastrointestinal distress, congestion, fatigue, etc. What are you taking?
diarrhea,stomach ache	What's wrong with you? Have you had a stomach ache and a diarrhea?
stomachache,cramps	What are you talking about?
heat,difficult eating	Heated more than 38. Five more Merrill's. It's a reheat. It does not have to be big.
spasms,diarrhea,stomach ache	In addition to stomach pains, which are not problematic, are there any other symptoms? Consider acute diarrhea or what?
loose stool,helicobacter infection,gastrointestinal discomfort	The phantom snails cause stomach discomfort. What do you take?
sense of hunger,indigestion	In response to this consultation, the doctor updated the concluding recommendation: according to the information provided, hunger can be accompanied by digestive disorders, which can be taken into account in the event of repeated symptoms, such as abnormal diets, hot, greasy, irritable foods or fried foods.
gastrointestinal disorders,reflux,gastrointestinal discomfort	In response to this consultation, the doctor updated the concluding recommendation: hello, according to what you said, after dinner, the gastrointestinal disorders are caused, and if the stomach is not feeling well, you are advised to consider whether this is caused by eating disorders, such as reflux, gastric mucous membrane, which can be exacerbated by adverse stimuli such as hot, irritant foods such as cold foods, alcoholic foods, or dietary patterns that can cause gastrointestinal discomfort.
vomit,hiccup	How long has it been? Is there anything else? Breathing, hiccup?
difficult eating,disgusting,gastrointestinal discomfort	What are the symptoms of gastrointestinal discomfort caused by eating bad food?
disgusting,heat,counter-current,abdominal distention,hiccup	Is there any nausea, vomiting, anti-acid, gas, abdominal swelling? What about the shit?
fever,diarrhea,bloating,vomit	What are the main manifestations of this disease? Diarrhea, abdominal, fever, constipation, diarrhea?
diarrhea,abdominal distention,difficult eating	How long has this been going on? A stomach swollen? A diarrhea?
abdominal pain,difficult eating,stomach ache	How long has this been going on? Is there a stomach ache and a pain in the stomach?
disgusting,diarrhea,frustration,abdominal distention,hiccup	There is no discomfort other than stomach swollen, nausea, vomiting, gastric acid, what kind of food? Is the urine normal?
heat,water swollen	The edema of the stomach can be stimulated by stimuli such as hemorrhagic fever.
gastrointestinal discomfort,diarrhea,stomach ache,hot heart,spasms	The gastrointestinal inflammation of the stomach is a manifestation of discomfort that can be caused by stomach inflammation, stomach ache, or convulsions in the intestinal tract.
diarrhea,reflux,hemorrhoid,gastrointestinal disorders,heartburn	The phenomenon of hemorrhoids is mainly caused by cold or cold. Which causes intestinal disorders or disorders? Is shit normal? What's the matter with you?
stomach ache,abdominal distention,difficult eating,hiccup	Do you have a stomach swollen and drowsing?
cough,hiccup	What are you talking about?
gastrointestinal dysfunction,loose stool,ventilation,bowel sound	The gastrointestinal function is not good, it is exacerbated by intestinal dysfunction, which has a lot to do with intestinal function, and is prone to intestinal inflammation.
hemorrhoid,indigestion	In response to this interview, the doctor updated his summary recommendations: considering the symptoms described by you, the possibility of constipation and excavation, which may be caused by intestinal inflammation or gastrointestinal inflammation, which is recommended for the treatment of irritant foods, such as hot, cold, irritating foods, cold foods, or greasy foods.
spasms,abdominal pain,abdominal distention	Is there anything else uncomfortable? Like abdominal pain, abdominal swelling, what kind of medicine?
cough,heat,difficulty breathing	Do you have a fever, vomiting, breathing difficulties? What's the matter with you?
chest pain,stomach ache,hiccup	Do you have any chest pains? Stomach ache and hiccup?
abdominal distention,bitterness in the mouth	There are a number of dietary concerns for your information, and it is hoped that you will be able to benefit from a regular diet at the same time and improve the oral function of the stomach.
cough,heart attack,disgusting,gastrointestinal discomfort	Are there any symptoms of stomach discomfort such as fever, nausea, vomiting, coughing, etc.? Is the urine normal?
difficulty breathing,stomach ache	Are there any other problems? Like stomach pains? How long has it been?
gastrointestinal dysfunction,abdominal pain,abdominal distention	In your case, it would be better to go to the hospital for gynecology and urinary bloats and to take a proper look at urinary routines and exercise properly. If the urinary system is not functioning properly, it is recommended that a blood routine be taken to see if there is abdominal pain.
stomachache,helicobacter infection	What do you have for the phantom snails?
hiccup,abdominal distention,disgusting,counter-current	Is there a lot of anti-acid hiccup nausea? Have you done any tests?
weight down,abdominal pain	How long has this been going on? Have you lost weight or abdominal pain? Did you do anything?
counter-current,hot heart	Are there any other discomforts? Like anti-acid fever?
nausea,dizziness	How long has this been going on? Is there a diarrhea? What are you talking about?
stomachache,bloating,nausea	How many times a day do you have to take a shit? Are there any stomach pains or anything?
diarrhea,dehydration	If the amount of diarrhea is a little high, a small amount of light sugar salt water will need to be taken orally more than once in order to prevent dehydration.
diarrhea,abdominal pain,heat,counter-current,hot heart,abdominal distention,hiccup	Are there anti-acid burns, diarrhea, abdominal pains?
diarrhea,seung jo	How many times a day do you have to take a shit? Are you allergic to any drugs?
abdominal pain,abdominal distention,hot heart,gastrointestinal discomfort	Are there any diseases of the stomach that can cause abdominal pain, abdominal swelling or something?
